,Symbol,Expiration,Size,Strike,Spot,Received,dt,Type,Cap,diff,today
5572,OGI,2023/01/20,$380.00K,7.5,5.53,2021/02/11 00:54,20210210,Call,380.0,708,679
5573,FTOC,2021/03/19,$80.00K,15.0,13.15,2021/02/11 00:53,20210210,Call,80.0,36,7
5574,MRVL,2021/05/21,$517.00K,60.0,50.56,2021/02/11 00:51,20210210,Call,517.0,99,70
5575,MRVL,2021/05/21,$288.20K,40.0,50.56,2021/02/11 00:51,20210210,Put,288.2,99,70
5576,DAL,2021/03/19,$1.06M,45.0,42.87,2021/02/11 00:48,20210210,Call,1060.0,36,7
5577,TEVA,2022/01/21,$64.00K,20.0,11.81,2021/02/11 00:47,20210210,Call,64.0,344,315
5578,CSCO,2021/03/19,$180.00K,46.0,46.57,2021/02/11 00:46,20210210,Put,180.0,36,7
5579,KGC,2021/05/21,$42.54K,6.0,7.29,2021/02/11 00:44,20210210,Put,42.54,99,70
5580,KGC,2021/05/21,$42.02K,6.0,7.29,2021/02/11 00:44,20210210,Put,42.02,99,70
5581,KHC,2022/01/21,$202.50K,25.0,33.81,2021/02/11 00:44,20210210,Put,202.5,344,315
5582,KO,2021/03/19,$43.00K,52.5,49.9,2021/02/11 00:43,20210210,Call,43.0,36,7
5583,AIG,2021/03/26,$144.21K,45.0,42.39,2021/02/11 00:43,20210210,Call,144.21,43,14
5584,ELY,2021/03/19,$88.02K,24.0,31.55,2021/02/11 00:42,20210210,Put,88.02,36,7
5585,CLF,2022/01/21,$288.00K,30.0,16.17,2021/02/11 00:41,20210210,Call,288.0,344,315
5586,PSTH,2021/06/18,$65.00K,20.0,30.05,2021/02/11 00:40,20210210,Put,65.0,127,98
5587,IPOE,2021/03/19,$1.85M,40.0,22.7,2021/02/11 00:40,20210210,Put,1850.0,36,7
5588,IPOE,2021/03/19,$77.00K,40.0,22.7,2021/02/11 00:40,20210210,Call,77.0,36,7
5589,TWO,2022/01/21,$187.50K,5.0,6.71,2021/02/11 00:39,20210210,Put,187.5,344,315
5590,NEE,2022/01/21,$594.00K,92.5,83.84,2021/02/11 00:38,20210210,Call,594.0,344,315
5591,NEE,2022/01/21,$823.00K,80.0,83.84,2021/02/11 00:38,20210210,Put,823.0,344,315
5592,CPE,2021/03/19,$706.23K,18.0,22.47,2021/02/11 00:38,20210210,Call,706.23,36,7
5593,ETWO,2021/07/16,$175.50K,17.5,9.98,2021/02/11 00:37,20210210,Call,175.5,155,126
5594,TWO,2023/01/20,$110.00K,10.0,6.71,2021/02/11 00:36,20210210,Call,110.0,708,679
5595,TWTR,2021/09/17,$575.00K,90.0,64.51,2021/02/11 00:35,20210210,Call,575.0,218,189
5596,MET,2022/01/21,$1.04M,60.0,54.5,2021/02/11 00:33,20210210,Call,1040.0,344,315
5597,JEF,2021/06/18,$125.00K,35.0,27.44,2021/02/11 00:31,20210210,Call,125.0,127,98
5598,DXC,2021/04/16,$4.07M,26.0,25.93,2021/02/11 00:29,20210210,Put,4070.0000000000014,64,35
5599,DXC,2021/04/16,$3.83M,26.0,25.93,2021/02/11 00:29,20210210,Call,3830.0,64,35
5600,FCX,2021/04/16,$488.30K,32.0,31.62,2021/02/11 00:29,20210210,Call,488.3,64,35
5601,EQT,2021/03/19,$78.64K,20.0,16.41,2021/02/11 00:28,20210210,Call,78.64,36,7
5602,SONO,2021/04/16,$650.00K,35.0,32.12,2021/02/11 00:28,20210210,Call,650.0,64,35
5603,TRXC,2021/07/16,$360.00K,2.0,5.17,2021/02/11 00:26,20210210,Call,360.0,155,126
5604,TRXC,2021/07/16,$370.00K,2.0,5.17,2021/02/11 00:26,20210210,Call,370.0,155,126
5605,TRXC,2021/07/16,$720.00K,5.0,5.16,2021/02/11 00:26,20210210,Call,720.0,155,126
5606,DISH,2021/03/19,$73.41K,40.0,32.19,2021/02/11 00:21,20210210,Call,73.41,36,7
5607,UBER,2021/03/19,$497.50K,70.0,62.53,2021/02/11 00:20,20210210,Call,497.5,36,7
5608,UBER,2021/03/19,$360.00K,55.0,62.53,2021/02/11 00:20,20210210,Put,360.0,36,7
5609,YELL,2021/03/19,$342.39K,5.0,4.99,2021/02/11 00:19,20210210,Call,342.39,36,7
5610,BNGO,2021/03/19,$743.24K,5.0,11.56,2021/02/11 00:17,20210210,Call,743.24,36,7
5611,TWTR,2021/03/19,$790.00K,70.0,65.39,2021/02/11 00:16,20210210,Put,790.0,36,7
5612,TWTR,2021/03/19,$320.00K,70.0,65.39,2021/02/11 00:16,20210210,Call,320.0,36,7
5613,SCHW,2022/01/21,$408.60K,40.0,55.58,2021/02/11 00:16,20210210,Put,408.6,344,315
5614,AMGN,2021/03/19,$1.08M,250.0,238.82,2021/02/11 00:15,20210210,Call,1080.0,36,7
5615,PYPL,2021/06/18,$3.44M,260.0,282.42,2021/02/11 00:15,20210210,Put,3440.0,127,98
5616,GSAT,2021/03/19,$52.47K,4.0,2.6,2021/02/11 00:14,20210210,Call,52.47,36,7
5617,GSAT,2021/03/19,$202.90K,4.0,2.6,2021/02/11 00:14,20210210,Call,202.9,36,7
5618,KNX,2021/03/19,$135.00K,45.0,42.87,2021/02/11 00:12,20210210,Call,135.0,36,7
5619,KNX,2021/05/21,$147.15K,50.0,42.87,2021/02/11 00:12,20210210,Call,147.15,99,70
5620,VIAC,2021/04/16,$319.20K,44.0,55.9,2021/02/11 00:10,20210210,Put,319.2,64,35
5621,VIAC,2021/04/16,$739.90K,44.0,55.9,2021/02/11 00:10,20210210,Put,739.9,64,35
5622,VIAC,2021/04/16,$1.03M,52.5,55.9,2021/02/11 00:10,20210210,Put,1030.0,64,35
5623,NET,2021/03/19,$432.00K,105.0,90.39,2021/02/11 00:09,20210210,Call,432.0,36,7
5624,IVR,2021/03/19,$43.20K,4.5,3.85,2021/02/11 00:08,20210210,Call,43.2,36,7
5625,GSAT,2021/04/16,$223.51K,4.0,2.53,2021/02/11 00:08,20210210,Call,223.51,64,35
5626,NET,2021/03/19,$460.80K,80.0,89.86,2021/02/11 00:07,20210210,Put,460.8,36,7
5627,GSAT,2021/04/16,$52.88K,4.0,2.53,2021/02/11 00:07,20210210,Call,52.88,64,35
5628,PENN,2021/04/16,$1.18M,140.0,113.97,2021/02/11 00:06,20210210,Call,1180.0,64,35
5629,GFI,2021/03/19,$53.05K,10.0,9.61,2021/02/11 00:06,20210210,Call,53.05,36,7
5630,CGC,2021/04/16,$401.12K,35.0,50.03,2021/02/11 00:06,20210210,Put,401.12,64,35
5631,CGC,2021/04/16,$289.66K,35.0,49.94,2021/02/11 00:05,20210210,Put,289.66,64,35
5632,MILE,2021/06/18,$2.00M,35.0,17.15,2021/02/11 00:04,20210210,Put,2000.0,127,98
5633,MILE,2021/06/18,$150.00K,35.0,17.15,2021/02/11 00:04,20210210,Call,150.0,127,98
5634,COP,2021/03/26,$269.76K,49.5,46.94,2021/02/11 00:04,20210210,Call,269.76,43,14
5635,JNJ,2021/03/19,$90.72K,180.0,166.22,2021/02/11 00:01,20210210,Call,90.72,36,7
5636,GSAT,2021/04/16,$52.74K,4.0,2.55,2021/02/11 00:01,20210210,Call,52.74,64,35
5637,TWTR,2021/03/19,$208.77K,75.0,65.08,2021/02/11 00:00,20210210,Call,208.77,36,7
5638,COTY,2021/03/26,$362.32K,7.5,6.65,2021/02/10 23:59,20210210,Call,362.32,43,14
5639,NOK,2023/01/20,$136.48K,7.0,4.17,2021/02/10 23:59,20210210,Call,136.48,708,679
5640,NOK,2023/01/20,$68.20K,7.0,4.15,2021/02/10 23:57,20210210,Call,68.2,708,679
5641,GSAT,2021/04/16,$235.69K,4.0,2.55,2021/02/10 23:56,20210210,Call,235.69,64,35
5642,JNJ,2021/03/19,$967.98K,170.0,166.11,2021/02/10 23:56,20210210,Call,967.98,36,7
5643,JNJ,2021/03/19,$337.13K,170.0,165.98,2021/02/10 23:54,20210210,Call,337.13,36,7
5644,GM,2021/03/19,$40.40K,70.0,53.48,2021/02/10 23:53,20210210,Call,40.4,36,7
5645,DAL,2021/03/19,$338.75K,55.0,42.64,2021/02/10 23:53,20210210,Call,338.75,36,7
5646,DAL,2021/03/19,$872.94K,50.0,42.66,2021/02/10 23:53,20210210,Call,872.94,36,7
5647,NAK,2021/05/21,$92.25K,1.0,0.82,2021/02/10 23:52,20210210,Call,92.25,99,70
5648,GE,2021/03/19,$373.50K,9.0,11.47,2021/02/10 23:51,20210210,Call,373.5,36,7
5649,EXK,2021/05/21,$120.00K,5.0,5.13,2021/02/10 23:50,20210210,Call,120.0,99,70
5650,GME,2021/03/19,$161.81K,20.0,49.78,2021/02/10 23:47,20210210,Put,161.81,36,7
5651,GME,2021/03/19,$242.47K,20.0,49.78,2021/02/10 23:47,20210210,Put,242.47,36,7
5652,MPLX,2021/03/19,$69.15K,26.0,23.73,2021/02/10 23:46,20210210,Call,69.15,36,7
5653,VIAC,2021/04/16,$1.31M,52.5,54.66,2021/02/10 23:46,20210210,Put,1310.0,64,35
5654,VIAC,2021/04/16,$577.14K,52.5,54.69,2021/02/10 23:46,20210210,Put,577.14,64,35
5655,OXY,2021/05/21,$630.00K,20.0,24.93,2021/02/10 23:46,20210210,Call,630.0,99,70
5656,NOK,2021/04/16,$38.36K,5.0,4.11,2021/02/10 23:46,20210210,Call,38.36,64,35
5657,BB,2021/03/19,$196.17K,15.0,12.81,2021/02/10 23:45,20210210,Call,196.17,36,7
5658,FCEL,2021/03/19,$485.80K,30.0,25.84,2021/02/10 23:45,20210210,Call,485.8,36,7
5659,VALE,2021/04/16,$406.00K,18.0,17.52,2021/02/10 23:43,20210210,Put,406.0,64,35
5660,VALE,2021/04/16,$214.00K,18.0,17.52,2021/02/10 23:43,20210210,Call,214.0,64,35
5661,IVZ,2021/07/16,$1.19M,15.0,22.72,2021/02/10 23:42,20210210,Call,1190.0,155,126
5662,SBSW,2021/04/16,$518.00K,15.0,17.97,2021/02/10 23:42,20210210,Call,518.0,64,35
5663,SBSW,2021/04/16,$364.00K,20.0,17.97,2021/02/10 23:42,20210210,Call,364.0,64,35
5664,CHTR,2023/01/20,$7.54M,470.0,614.41,2021/02/10 23:40,20210210,Put,7540.0,708,679
5665,CHTR,2023/01/20,$19.14M,620.0,614.41,2021/02/10 23:40,20210210,Put,19140.0,708,679
5666,NET,2021/03/19,$432.00K,80.0,90.73,2021/02/10 23:40,20210210,Put,432.0,36,7
5667,NET,2021/03/19,$460.80K,105.0,90.73,2021/02/10 23:40,20210210,Call,460.8,36,7
5668,MARK,2021/03/19,$135.00K,5.5,4.09,2021/02/10 23:37,20210210,Call,135.0,36,7
5669,DISH,2021/03/19,$219.62K,40.0,31.69,2021/02/10 23:37,20210210,Call,219.62,36,7
5670,DISH,2021/03/19,$335.21K,27.5,31.69,2021/02/10 23:37,20210210,Put,335.21,36,7
5671,GLPG,2021/12/17,$940.00K,80.0,90.71,2021/02/10 23:36,20210210,Put,940.0,309,280
5672,SBUX,2022/01/21,$823.16K,85.0,105.98,2021/02/10 23:36,20210210,Put,823.16,344,315
5673,AVYA,2022/01/21,$1.25M,30.0,30.26,2021/02/10 23:34,20210210,Call,1250.0,344,315
5674,VALE,2021/04/16,$520.00K,18.0,17.63,2021/02/10 23:34,20210210,Call,520.0,64,35
5675,VALE,2021/04/16,$1.03M,18.0,17.63,2021/02/10 23:34,20210210,Put,1030.0,64,35
5676,SNDL,2021/07/16,$147.14K,1.5,2.26,2021/02/10 23:33,20210210,Call,147.14,155,126
5677,SNDL,2021/07/16,$176.40K,1.5,2.26,2021/02/10 23:33,20210210,Call,176.4,155,126
5678,GSAT,2021/03/19,$88.08K,4.0,2.41,2021/02/10 23:33,20210210,Call,88.08,36,7
5679,MOS,2021/03/19,$137.35K,22.0,27.2,2021/02/10 23:33,20210210,Put,137.35,36,7
5680,CCL,2022/01/21,$245.69K,40.0,21.24,2021/02/10 23:29,20210210,Call,245.69,344,315
5681,TEVA,2022/01/21,$88.43K,20.0,11.81,2021/02/10 23:29,20210210,Call,88.43,344,315
5682,VALE,2021/04/16,$2.06M,18.0,17.6,2021/02/10 23:29,20210210,Put,2060.0,64,35
5683,VALE,2021/04/16,$1.04M,18.0,17.6,2021/02/10 23:29,20210210,Call,1040.0,64,35
5684,FOLD,2021/03/19,$322.50K,27.0,19.52,2021/02/10 23:29,20210210,Call,322.5,36,7
5685,TEVA,2022/01/21,$59.40K,20.0,11.82,2021/02/10 23:28,20210210,Call,59.4,344,315
5686,NYMT,2021/04/16,$126.60K,3.0,4.01,2021/02/10 23:27,20210210,Call,126.6,64,35
5687,NYMT,2021/04/16,$300.00K,3.0,4.02,2021/02/10 23:27,20210210,Call,300.0,64,35
5688,SENS,2021/07/16,$195.70K,5.0,3.66,2021/02/10 23:26,20210210,Call,195.7,155,126
5689,GILD,2022/01/21,$117.45K,100.0,67.44,2021/02/10 23:26,20210210,Call,117.45,344,315
5690,VALE,2021/06/18,$60.00K,22.0,17.59,2021/02/10 23:24,20210210,Call,60.0,127,98
5691,CCL,2021/04/16,$283.50K,30.0,21.21,2021/02/10 23:24,20210210,Call,283.5,64,35
5692,CCL,2021/04/16,$94.50K,40.0,21.21,2021/02/10 23:24,20210210,Call,94.5,64,35
5693,DAL,2021/03/19,$528.72K,40.0,42.58,2021/02/10 23:23,20210210,Call,528.72,36,7
5694,GM,2021/06/18,$303.30K,65.0,52.67,2021/02/10 23:23,20210210,Call,303.3,127,98
5695,CSCO,2021/07/16,$125.56K,55.0,46.29,2021/02/10 23:23,20210210,Call,125.56,155,126
5696,PLTR,2021/03/19,$602.47K,40.0,35.73,2021/02/10 23:22,20210210,Call,602.47,36,7
5697,MGM,2021/03/19,$46.00K,26.0,36.09,2021/02/10 23:21,20210210,Put,46.0,36,7
5698,MGM,2021/03/19,$256.00K,36.0,36.09,2021/02/10 23:21,20210210,Put,256.0,36,7
5699,AYRO,2021/05/21,$512.50K,10.0,7.65,2021/02/10 23:21,20210210,Call,512.5,99,70
5700,AYRO,2021/07/16,$850.00K,15.0,7.65,2021/02/10 23:21,20210210,Call,850.0,155,126
5701,VALE,2021/03/19,$440.00K,18.0,17.66,2021/02/10 23:19,20210210,Call,440.0,36,7
5702,IQ,2022/01/21,$448.47K,12.5,25.17,2021/02/10 23:18,20210210,Put,448.47,344,315
5703,M,2021/03/19,$69.89K,13.0,15.46,2021/02/10 23:18,20210210,Put,69.89,36,7
5704,GSAT,2021/04/16,$273.30K,4.0,2.64,2021/02/10 23:17,20210210,Call,273.3,64,35
5705,UAL,2021/03/19,$189.91K,38.0,43.93,2021/02/10 23:17,20210210,Put,189.91,36,7
5706,JNJ,2021/03/19,$242.50K,180.0,167.26,2021/02/10 23:14,20210210,Call,242.5,36,7
5707,RIG,2022/01/21,$163.40K,3.5,3.63,2021/02/10 23:12,20210210,Call,163.4,344,315
5708,LVS,2021/04/16,$1.79M,57.5,56.02,2021/02/10 23:12,20210210,Call,1790.0,64,35
5709,TEVA,2021/06/18,$119.00K,13.0,11.96,2021/02/10 23:11,20210210,Call,119.0,127,98
5710,TEVA,2022/01/21,$306.00K,15.0,11.96,2021/02/10 23:11,20210210,Call,306.0,344,315
5711,GM,2021/03/19,$357.06K,60.0,53.37,2021/02/10 23:11,20210210,Call,357.06,36,7
5712,AVYA,2022/01/21,$1.16M,30.0,30.57,2021/02/10 23:11,20210210,Call,1160.0,344,315
5713,LVS,2021/04/16,$399.23K,57.5,55.85,2021/02/10 23:11,20210210,Call,399.23,64,35
5714,CLOV,2021/03/19,$388.50K,10.0,12.9,2021/02/10 23:11,20210210,Call,388.5,36,7
5715,CLVR,2021/03/19,$750.00K,20.0,17.41,2021/02/10 23:10,20210210,Put,750.0,36,7
5716,TELL,2021/07/16,$55.00K,2.0,3.48,2021/02/10 23:10,20210210,Put,55.0,155,126
5717,FCX,2021/05/21,$227.81K,28.0,32.21,2021/02/10 23:09,20210210,Put,227.81,99,70
5718,UFS,2021/04/16,$270.00K,30.0,33.56,2021/02/10 23:09,20210210,Put,270.0,64,35
5719,NIO,2022/01/21,$1.34M,47.0,64.45,2021/02/10 23:07,20210210,Put,1340.0,344,315
5720,SNDL,2021/04/16,$60.00K,1.5,2.32,2021/02/10 23:06,20210210,Put,60.0,64,35
5721,TAK,2021/07/16,$350.00K,14.0,17.68,2021/02/10 23:06,20210210,Call,350.0,155,126
5722,PVH,2021/03/19,$105.00K,65.0,94.55,2021/02/10 23:06,20210210,Put,105.0,36,7
5723,PVH,2021/03/19,$292.00K,105.0,94.48,2021/02/10 23:05,20210210,Call,292.0,36,7
5724,ELAN,2021/03/19,$169.05K,26.0,29.02,2021/02/10 23:04,20210210,Put,169.05,36,7
5725,NAK,2021/05/21,$54.00K,1.0,0.92,2021/02/10 23:03,20210210,Call,54.0,99,70
5726,GD,2021/03/19,$436.00K,170.0,163.62,2021/02/10 23:03,20210210,Call,436.0,36,7
5727,ROIC,2021/07/16,$65.00K,17.5,15.6,2021/02/10 23:02,20210210,Call,65.0,155,126
5728,BEKE,2021/03/19,$504.00K,80.0,71.01,2021/02/10 23:02,20210210,Call,504.0,36,7
5729,VMW,2021/03/19,$383.50K,160.0,147.65,2021/02/10 23:02,20210210,Call,383.5,36,7
5730,UAA,2023/01/20,$1.18M,15.0,22.86,2021/02/10 23:01,20210210,Call,1180.0,708,679
5731,DELL,2021/03/19,$408.00K,85.0,79.6,2021/02/10 23:01,20210210,Call,408.0,36,7
5732,GCI,2021/07/16,$1.30M,5.0,5.71,2021/02/10 23:00,20210210,Call,1300.0,155,126
5733,WBT,2021/06/18,$1.05M,12.5,14.87,2021/02/10 22:59,20210210,Call,1050.0,127,98
5734,WBT,2021/06/18,$638.25K,15.0,14.87,2021/02/10 22:59,20210210,Call,638.25,127,98
5735,WBT,2022/01/21,$263.63K,25.0,14.87,2021/02/10 22:59,20210210,Call,263.63,344,315
5736,WBT,2022/01/21,$477.30K,20.0,14.87,2021/02/10 22:59,20210210,Call,477.3,344,315
5737,CAJ,2021/06/18,$406.44K,20.0,22.79,2021/02/10 22:59,20210210,Call,406.44,127,98
5738,AG,2021/03/26,$186.11K,17.0,16.93,2021/02/10 22:59,20210210,Call,186.11,43,14
5739,FCX,2021/05/21,$328.89K,28.0,32.64,2021/02/10 22:58,20210210,Put,328.89,99,70
5740,ACB,2023/01/20,$1.70M,10.0,17.82,2021/02/10 22:58,20210210,Call,1700.0,708,679
5741,LLY,2021/03/19,$346.25K,220.0,202.93,2021/02/10 22:57,20210210,Call,346.25,36,7
5742,NFLX,2021/06/18,$8.62M,570.0,564.03,2021/02/10 22:56,20210210,Call,8620.0,127,98
5743,GSAT,2021/04/16,$97.26K,4.0,2.69,2021/02/10 22:55,20210210,Call,97.26,64,35
5744,FCX,2021/04/16,$293.75K,35.0,32.89,2021/02/10 22:55,20210210,Call,293.75,64,35
5745,GSAT,2021/04/16,$125.55K,5.0,2.66,2021/02/10 22:55,20210210,Call,125.55,64,35
5746,FCX,2021/08/20,$440.63K,30.0,32.94,2021/02/10 22:52,20210210,Put,440.63,190,161
5747,SONO,2021/04/16,$364.00K,35.0,32.24,2021/02/10 22:52,20210210,Call,364.0,64,35
5748,LVS,2021/03/19,$153.75K,50.0,55.15,2021/02/10 22:51,20210210,Put,153.75,36,7
5749,TRIP,2021/06/18,$3.88M,22.0,37.42,2021/02/10 22:50,20210210,Call,3880.0,127,98
5750,CAN,2021/04/16,$329.07K,12.5,8.5,2021/02/10 22:50,20210210,Call,329.07,64,35
5751,CSCO,2021/03/19,$68.00K,50.0,46.43,2021/02/10 22:48,20210210,Call,68.0,36,7
5752,VALE,2021/06/18,$105.00K,20.0,17.77,2021/02/10 22:48,20210210,Call,105.0,127,98
5753,PARR,2021/09/17,$187.20K,20.0,14.7,2021/02/10 22:47,20210210,Call,187.2,218,189
5754,PARR,2021/09/17,$86.32K,25.0,14.7,2021/02/10 22:47,20210210,Call,86.32,218,189
5755,WATT,2021/03/19,$80.00K,5.0,4.57,2021/02/10 22:47,20210210,Call,80.0,36,7
5756,PACB,2021/03/19,$500.00K,50.0,47.83,2021/02/10 22:47,20210210,Call,500.0,36,7
5757,AA,2021/04/16,$222.00K,25.0,21.87,2021/02/10 22:44,20210210,Call,222.0,64,35
5758,GM,2021/09/17,$828.39K,55.0,53.57,2021/02/10 22:42,20210210,Call,828.39,218,189
5759,GM,2021/09/17,$272.01K,75.0,53.57,2021/02/10 22:42,20210210,Call,272.01,218,189
5760,SBSW,2021/04/16,$239.70K,17.5,18.44,2021/02/10 22:42,20210210,Call,239.7,64,35
5761,GM,2021/09/17,$830.94K,55.0,53.48,2021/02/10 22:42,20210210,Call,830.94,218,189
5762,GM,2021/09/17,$275.48K,75.0,53.48,2021/02/10 22:42,20210210,Call,275.48,218,189
5763,GSAT,2021/03/19,$105.00K,2.0,2.72,2021/02/10 22:41,20210210,Call,105.0,36,7
5764,GSAT,2021/04/16,$325.00K,4.0,2.76,2021/02/10 22:39,20210210,Call,325.0,64,35
5765,AA,2021/04/16,$312.48K,25.0,21.79,2021/02/10 22:38,20210210,Call,312.48,64,35
5766,GSAT,2021/07/16,$106.48K,3.0,2.95,2021/02/10 22:38,20210210,Call,106.48,155,126
5767,FCX,2021/03/19,$1.96M,32.0,33.81,2021/02/10 22:37,20210210,Call,1960.0,36,7
5768,FCX,2021/04/16,$1.15M,37.0,33.82,2021/02/10 22:37,20210210,Call,1150.0,64,35
5769,FCX,2021/03/19,$1.57M,32.0,33.77,2021/02/10 22:37,20210210,Call,1570.0,36,7
5770,FCX,2021/04/16,$910.00K,37.0,33.77,2021/02/10 22:37,20210210,Call,910.0,64,35
5771,AA,2021/04/16,$157.82K,25.0,21.73,2021/02/10 22:35,20210210,Call,157.82,64,35
5772,CCJ,2021/03/19,$233.38K,17.0,15.93,2021/02/10 22:33,20210210,Call,233.38,36,7
5773,CLF,2021/03/19,$433.89K,17.0,16.16,2021/02/10 22:33,20210210,Call,433.89,36,7
5774,FCX,2021/05/21,$1.04M,35.0,33.53,2021/02/10 22:33,20210210,Call,1040.0,99,70
5775,GSAT,2021/03/19,$141.05K,3.0,2.7,2021/02/10 22:33,20210210,Call,141.05,36,7
5776,CLF,2021/03/19,$215.59K,17.0,16.2,2021/02/10 22:33,20210210,Call,215.59,36,7
5777,NOK,2021/03/19,$40.00K,5.0,4.2,2021/02/10 22:32,20210210,Call,40.0,36,7
5778,FCX,2021/04/16,$830.00K,37.0,33.82,2021/02/10 22:31,20210210,Call,830.0,64,35
5779,FCX,2021/03/19,$1.41M,32.0,33.82,2021/02/10 22:31,20210210,Call,1410.0,36,7
5780,GSAT,2021/03/19,$122.17K,2.0,2.8,2021/02/10 22:30,20210210,Call,122.17,36,7
5781,ZNGA,2022/01/21,$643.50K,10.0,12.04,2021/02/12 04:27,20210211,Call,643.5,343,315
5782,ZNGA,2022/01/21,$633.75K,10.0,12.04,2021/02/12 04:27,20210211,Call,633.75,343,315
5783,MA,2021/06/18,$7.18M,350.0,342.12,2021/02/12 04:25,20210211,Call,7180.0,126,98
5784,MA,2021/06/18,$3.47M,310.0,342.12,2021/02/12 04:25,20210211,Put,3470.0,126,98
5785,MA,2021/06/18,$2.86M,390.0,342.12,2021/02/12 04:25,20210211,Call,2860.0,126,98
5786,DNN,2021/07/16,$61.81K,2.5,1.08,2021/02/12 04:13,20210211,Call,61.81,154,126
5787,ELY,2021/03/19,$251.25K,30.0,30.98,2021/02/12 04:09,20210211,Put,251.25,35,7
5788,DNN,2021/04/16,$52.50K,2.5,1.08,2021/02/12 04:09,20210211,Call,52.5,63,35
5789,DNN,2021/04/16,$43.40K,2.5,1.08,2021/02/12 04:09,20210211,Call,43.4,63,35
5790,DNN,2021/04/16,$115.92K,2.5,1.08,2021/02/12 04:08,20210211,Call,115.92,63,35
5791,AAL,2021/06/18,$104.00K,10.0,16.81,2021/02/12 04:05,20210211,Put,104.0,126,98
5792,AAL,2021/05/21,$322.50K,16.0,16.81,2021/02/12 04:05,20210211,Put,322.5,98,70
5793,AAL,2022/01/21,$435.00K,10.0,16.81,2021/02/12 04:05,20210211,Put,435.0,343,315
5794,AAL,2021/03/19,$160.00K,15.0,16.81,2021/02/12 04:05,20210211,Put,160.0,35,7
5795,AAL,2023/01/20,$945.00K,17.0,16.81,2021/02/12 04:05,20210211,Put,945.0,707,679
5796,ZGNX,2022/01/21,$1.25M,30.0,22.24,2021/02/12 04:02,20210211,Call,1250.0,343,315
5797,TSN,2021/07/16,$820.00K,62.5,65.44,2021/02/12 03:52,20210211,Put,820.0,154,126
5798,TSN,2021/07/16,$800.00K,62.5,65.54,2021/02/12 03:46,20210211,Put,800.0,154,126
5799,SLF,2021/05/21,$137.50K,45.0,49.22,2021/02/12 03:43,20210211,Put,137.5,98,70
5800,SLF,2021/05/21,$425.00K,50.0,49.22,2021/02/12 03:43,20210211,Call,425.0,98,70
5801,BGFV,2022/01/21,$102.00K,5.0,15.77,2021/02/12 03:42,20210211,Put,102.0,343,315
5802,SQ,2023/01/20,$7.96M,350.0,265.39,2021/02/12 03:41,20210211,Call,7960.0,707,679
5803,SQ,2023/01/20,$5.71M,200.0,265.39,2021/02/12 03:41,20210211,Put,5710.0,707,679
5804,CVS,2022/01/21,$2.00M,70.0,73.72,2021/02/12 03:37,20210211,Put,2000.0,343,315
5805,CVS,2022/01/21,$1.31M,82.5,73.72,2021/02/12 03:37,20210211,Call,1310.0,343,315
5806,TLRY,2022/01/21,$4.32M,12.5,34.51,2021/02/12 03:37,20210211,Call,4320.0,343,315
5807,TLRY,2022/01/21,$6.02M,10.0,34.51,2021/02/12 03:37,20210211,Call,6020.0,343,315
5808,PHM,2021/04/16,$150.00K,40.0,49.52,2021/02/12 03:36,20210211,Put,150.0,63,35
5809,AAL,2021/06/18,$483.37K,17.0,16.85,2021/02/12 03:36,20210211,Call,483.37,126,98
5810,MUR,2022/01/21,$248.60K,7.5,13.7,2021/02/12 03:36,20210211,Put,248.6,343,315
5811,REKR,2021/08/20,$1.30M,17.5,18.1,2021/02/12 03:35,20210211,Call,1300.0,189,161
5812,REKR,2021/08/20,$580.00K,30.0,18.1,2021/02/12 03:35,20210211,Call,580.0,189,161
5813,REKR,2021/08/20,$200.00K,7.5,18.1,2021/02/12 03:35,20210211,Put,200.0,189,161
5814,ZM,2021/06/18,$6.75M,340.0,433.23,2021/02/12 03:32,20210211,Put,6750.0,126,98
5815,ZM,2021/06/18,$5.13M,300.0,433.23,2021/02/12 03:32,20210211,Put,5130.0,126,98
5816,ZYNE,2021/05/21,$136.50K,15.0,6.31,2021/02/12 03:29,20210211,Call,136.5,98,70
5817,DIS,2021/05/21,$922.50K,220.0,189.89,2021/02/12 03:25,20210211,Call,922.5,98,70
5818,CRIS,2021/03/19,$420.00K,15.0,10.86,2021/02/12 03:23,20210211,Call,420.0,35,7
5819,CRIS,2021/06/18,$960.00K,15.0,10.86,2021/02/12 03:23,20210211,Call,960.0,126,98
5820,QSR,2021/04/16,$190.50K,52.5,58.7,2021/02/12 03:22,20210211,Put,190.5,63,35
5821,BHC,2023/01/20,$1.04M,40.0,29.85,2021/02/12 03:21,20210211,Call,1040.0,707,679
5822,PYPL,2022/01/21,$16.63M,330.0,286.6,2021/02/12 03:18,20210211,Call,16630.0,343,315
5823,GOLD,2021/03/19,$339.00K,22.0,22.14,2021/02/12 03:12,20210211,Call,339.0,35,7
5824,GOLD,2021/03/19,$45.00K,27.0,22.14,2021/02/12 03:12,20210211,Call,45.0,35,7
5825,BBD,2021/06/18,$330.00K,5.0,4.68,2021/02/12 03:12,20210211,Put,330.0,126,98
5826,BBD,2021/06/18,$180.00K,5.0,4.68,2021/02/12 03:12,20210211,Call,180.0,126,98
5827,PBR,2021/03/19,$235.00K,10.0,10.48,2021/02/12 03:10,20210211,Put,235.0,35,7
