Name,Symbol,Side,Status,Filled,Total Qty,Price,Avg Price,Time-in-Force,Placed Time,Filled Time
Occidental,OXY,Sell,Filled,15,15,@20.12,20.12,DAY,06/19/2020 12:22:00 EDT,06/19/2020 12:22:01 EDT
Simon Prop Grp,SPG,Sell,Filled,2,2,@69.35,69.35,DAY,06/19/2020 12:17:14 EDT,06/19/2020 12:17:15 EDT
Las Vegas Sands,LVS,Sell,Filled,5,5,@48.40,48.40,DAY,06/19/2020 12:11:07 EDT,06/19/2020 12:11:08 EDT
Upwork,UPWK,Buy,Filled,10,10,@12.78,12.78,DAY,06/19/2020 10:49:27 EDT,06/19/2020 10:50:26 EDT
Emerald Holding Inc,EEX,Sell,Filled,60,60,@3.06,3.06,DAY,06/19/2020 10:17:33 EDT,06/19/2020 10:17:35 EDT
Emerald Holding Inc,EEX,Sell,Filled,60,60,@3.05,3.05,DAY,06/19/2020 10:15:57 EDT,06/19/2020 10:15:58 EDT
ADIENT,ADNT,Buy,Filled,10,10,@18.00,18.00,DAY,06/19/2020 10:04:51 EDT,06/19/2020 10:09:14 EDT
Blue Apron Hldg,APRN,Sell,Filled,15,15,@9.93,9.93,DAY,06/19/2020 09:49:36 EDT,06/19/2020 10:12:17 EDT
Carvana,CVNA,Buy,Filled,2,2,@125.70,125.70,DAY,06/19/2020 09:48:21 EDT,06/19/2020 09:48:33 EDT
Enphase Energy,ENPH,Sell,Filled,5,5,46.49,46.49,DAY,06/19/2020 09:01:04 EDT,06/19/2020 09:35:23 EDT
Roku,ROKU,Sell,Filled,3,3,@126.70,126.70,DAY,06/18/2020 14:15:54 EDT,06/18/2020 14:16:47 EDT
Delta Air,DAL,Buy,Filled,1,1,@30.49,30.49,DAY,06/18/2020 13:43:06 EDT,06/18/2020 13:44:07 EDT
Slack Technologies,WORK,Buy,Filled,10,10,@34.00,34.00,DAY,06/18/2020 13:04:47 EDT,06/18/2020 15:04:02 EDT
Carvana,CVNA,Buy,Filled,1,1,@121.70,121.70,DAY,06/18/2020 12:30:32 EDT,06/18/2020 12:31:22 EDT
Carvana,CVNA,Buy,Filled,2,2,@121.70,121.70,DAY,06/18/2020 12:29:28 EDT,06/18/2020 12:29:29 EDT
Discover Financl,DFS,Buy,Filled,6,6,@55.00,55.00,DAY,06/18/2020 11:06:03 EDT,06/18/2020 11:08:16 EDT
Blue Apron Hldg,APRN,Sell,Cancelled,0,30,@9.92,,DAY,06/18/2020 10:48:34 EDT,
Enphase Energy,ENPH,Sell,Filled,2,2,@46.00,46.00,DAY,06/18/2020 09:52:43 EDT,06/18/2020 09:54:37 EDT
Vivint Smart Home Inc,VVNT,Sell,Filled,10,10,@16.15,16.15,DAY,06/17/2020 15:24:10 EDT,06/17/2020 15:24:11 EDT
Luckin Coffee,LKNCY,Buy,Filled,55,55,@3.90,3.90,DAY,06/17/2020 14:45:33 EDT,06/17/2020 14:45:34 EDT
Simon Prop Grp,SPG,Buy,Filled,5,5,@73.52,73.52,DAY,06/17/2020 13:32:35 EDT,06/17/2020 13:32:36 EDT
Sabre,SABR,Sell,Filled,30,30,@8.59,8.59,DAY,06/17/2020 13:27:10 EDT,06/17/2020 13:27:11 EDT
Virgin Galactic Holdings Inc,SPCE,Buy,Filled,40,40,@15.18,15.18,DAY,06/17/2020 12:16:27 EDT,06/17/2020 12:16:27 EDT
Inseego,INSG,Buy,Filled,10,10,@10.31,10.31,DAY,06/17/2020 12:00:16 EDT,06/17/2020 12:01:05 EDT
Arconic Corp,ARNC,Buy,Filled,15,15,@16.04,16.04,DAY,06/17/2020 11:12:40 EDT,06/17/2020 11:12:41 EDT
Ideanomics Inc,IDEX,Sell,Filled,150,150,@1.50,1.50,DAY,06/17/2020 11:04:00 EDT,06/17/2020 11:21:13 EDT
Ideanomics Inc,IDEX,Sell,Cancelled,0,150,@2.00,,DAY,06/17/2020 11:04:00 EDT,
Emerald Holding Inc,EEX,Sell,Filled,40,40,@3.15,3.15,DAY,06/17/2020 10:08:27 EDT,06/17/2020 10:17:12 EDT
Fortress Trans,FTAI,Sell,Filled,10,10,@12.00,12.00,DAY,06/17/2020 09:54:26 EDT,06/17/2020 10:26:16 EDT
Roku,ROKU,Buy,Cancelled,0,1,@114.00,,DAY,06/17/2020 09:34:14 EDT,
Roku,ROKU,Buy,Cancelled,0,2,@114.00,,DAY,06/16/2020 14:51:17 EDT,
Sabre,SABR,Sell,Filled,15,15,@9.13,9.13,DAY,06/16/2020 14:33:30 EDT,06/16/2020 14:33:31 EDT
Chewy,CHWY,Buy,Filled,5,5,@46.98,46.98,DAY,06/16/2020 14:27:08 EDT,06/16/2020 14:27:09 EDT
Ideanomics Inc,IDEX,Buy,Filled,150,150,@1.19,1.19,DAY,06/16/2020 14:05:47 EDT,06/16/2020 14:05:47 EDT
Blue Apron Hldg,APRN,Buy,Filled,30,30,@9.92,9.92,DAY,06/16/2020 12:26:12 EDT,06/16/2020 12:26:25 EDT
Sorrento Thera,SRNE,Buy,Filled,25,25,@4.80,4.80,DAY,06/16/2020 12:11:21 EDT,06/16/2020 12:11:22 EDT
iRhythm Tech,IRTC,Sell,Cancelled,0,1,@119.00,,DAY,06/16/2020 11:41:49 EDT,
Match Group Inc.,MTCH,Sell,Filled,3,3,90.60,90.60,DAY,06/16/2020 11:04:59 EDT,06/16/2020 11:04:59 EDT
AG Mortgage,MITT,Buy,Filled,10,10,@5.30,5.30,DAY,06/16/2020 10:30:32 EDT,06/16/2020 10:30:33 EDT
AG Mortgage,MITT,Buy,Filled,20,20,@5.32,5.32,DAY,06/16/2020 10:28:38 EDT,06/16/2020 10:29:15 EDT
Occidental,OXY,Buy,Filled,15,15,@20.19,20.19,DAY,06/16/2020 09:43:12 EDT,06/16/2020 09:43:13 EDT
Vivint Smart Home Inc,VVNT,Buy,Filled,25,25,@15.20,15.20,DAY,06/16/2020 09:37:21 EDT,06/16/2020 09:37:25 EDT
Chewy,CHWY,Buy,Filled,3,3,@47.70,47.70,DAY,06/16/2020 09:33:18 EDT,06/16/2020 09:33:20 EDT
iRhythm Tech,IRTC,Buy,Filled,3,3,@124.00,124.00,GTC,06/15/2020 15:11:17 EDT,06/16/2020 09:30:01 EDT
iRhythm Tech,IRTC,Buy,Cancelled,0,3,@104.90,,DAY,06/15/2020 15:11:17 EDT,
iRhythm Tech,IRTC,Sell,Filled,3,3,@116.70,116.70,DAY,06/15/2020 15:10:30 EDT,06/15/2020 15:10:45 EDT
Emerald Holding Inc,EEX,Buy,Filled,80,80,@3.18,3.18,DAY,06/15/2020 13:38:52 EDT,06/15/2020 13:40:15 EDT
Upwork,UPWK,Buy,Filled,15,15,@12.28,12.28,DAY,06/15/2020 12:58:21 EDT,06/15/2020 13:47:41 EDT
Sabre,SABR,Buy,Filled,10,10,@8.43,8.43,DAY,06/15/2020 12:34:46 EDT,06/15/2020 12:34:47 EDT
Veoneer  Inc.,VNE,Buy,Cancelled,0,20,@10.80,,DAY,06/15/2020 11:24:39 EDT,
Emerald Holding Inc,EEX,Buy,Filled,80,80,@2.90,2.90,DAY,06/15/2020 11:13:51 EDT,06/15/2020 11:15:27 EDT
Enphase Energy,ENPH,Buy,Filled,7,7,@49.30,49.30,DAY,06/15/2020 10:41:06 EDT,06/15/2020 10:41:40 EDT
Fortinet,FTNT,Buy,Filled,3,3,@133.13,133.13,DAY,06/15/2020 10:23:55 EDT,06/15/2020 10:33:33 EDT
Fortinet,FTNT,Buy,Cancelled,0,3,@100.00,,DAY,06/15/2020 10:23:55 EDT,
Lululemon,LULU,Buy,Filled,2,2,@310.88,310.88,GTC,06/15/2020 10:05:18 EDT,06/16/2020 09:30:00 EDT
Lululemon,LULU,Buy,Cancelled,0,2,@268.05,,DAY,06/15/2020 10:05:18 EDT,
Fortinet,FTNT,Buy,Cancelled,0,3,133.00,,GTC,06/15/2020 09:56:48 EDT,
Fortinet,FTNT,Buy,Cancelled,0,3,@100.00,,GTC,06/15/2020 09:56:48 EDT,
Occidental,OXY,Buy,Filled,5,5,@17.66,17.66,DAY,06/15/2020 09:52:28 EDT,06/15/2020 10:15:25 EDT
Chewy,CHWY,Sell,Filled,8,8,@46.70,46.70,DAY,06/12/2020 13:47:34 EDT,06/12/2020 13:48:16 EDT
Las Vegas Sands,LVS,Buy,Filled,10,10,@49.80,49.80,DAY,06/12/2020 12:22:52 EDT,06/12/2020 12:22:53 EDT
Lululemon,LULU,Buy,Cancelled,0,2,302.00,,GTC,06/12/2020 11:30:58 EDT,
Lululemon,LULU,Buy,Cancelled,0,2,@263.17,,GTC,06/12/2020 11:30:58 EDT,
Lululemon,LULU,Sell,Filled,2,2,@293.01,293.01,DAY,06/12/2020 11:30:21 EDT,06/12/2020 11:30:21 EDT
Bed Bath,BBBY,Sell,Filled,40,40,@7.95,7.95,DAY,06/12/2020 10:38:00 EDT,06/12/2020 10:38:01 EDT
Match Group Inc.,MTCH,Sell,Cancelled,0,3,@89.00,,DAY,06/12/2020 09:46:36 EDT,
Fortinet,FTNT,Sell,Filled,3,3,@133.00,133.00,GTC,06/11/2020 13:10:16 EDT,06/11/2020 14:25:22 EDT
Upwork,UPWK,Sell,Filled,15,15,@11.80,11.80,DAY,06/11/2020 12:20:09 EDT,06/11/2020 12:20:10 EDT
Fortress Trans,FTAI,Sell,Cancelled,0,15,11.00,,GTC,06/11/2020 11:19:05 EDT,
DOCUSIGN,DOCU,Sell,Filled,3,3,@151.44,151.44,DAY,06/11/2020 11:02:47 EDT,06/11/2020 11:02:48 EDT
POWER,PW,Buy,Filled,10,10,@26.00,26.00,DAY,06/11/2020 10:55:02 EDT,06/11/2020 12:27:02 EDT
Sabre,SABR,Buy,Filled,35,35,@8.41,8.41,DAY,06/11/2020 10:39:12 EDT,06/11/2020 10:39:13 EDT
Bed Bath,BBBY,Buy,Filled,40,40,@7.91,7.91,DAY,06/11/2020 10:28:52 EDT,06/11/2020 10:28:53 EDT
Occidental,OXY,Buy,Filled,5,5,@18.81,18.81,DAY,06/11/2020 10:11:25 EDT,06/11/2020 10:20:22 EDT
Match Group Inc.,MTCH,Sell,Filled,2,2,@86.00,86.00,DAY,06/11/2020 09:49:13 EDT,06/11/2020 09:49:13 EDT
Silvercrest,SILV,Sell,Filled,65,65,@9.18,9.18,DAY,06/11/2020 09:37:37 EDT,06/11/2020 09:38:06 EDT
Shake Shack,SHAK,Buy,Filled,10,10,@57.70,57.70,DAY,06/10/2020 15:34:03 EDT,06/10/2020 15:34:26 EDT
DOCUSIGN,DOCU,Sell,Filled,3,3,@147.40,147.40,DAY,06/10/2020 14:56:19 EDT,06/10/2020 14:56:22 EDT
Silvercrest,SILV,Buy,Filled,25,25,@9.20,9.20,DAY,06/10/2020 14:15:27 EDT,06/10/2020 14:22:45 EDT
Vivint Smart Home Inc,VVNT,Buy,Filled,15,15,@14.33,14.33,DAY,06/10/2020 13:27:21 EDT,06/10/2020 13:28:29 EDT
Fortress Trans,FTAI,Buy,Filled,30,30,@13.06,13.06,DAY,06/10/2020 13:01:55 EDT,06/10/2020 13:04:15 EDT
Delta Air,DAL,Buy,Filled,2,2,@31.76,31.76,DAY,06/10/2020 12:49:24 EDT,06/10/2020 12:49:25 EDT
iRhythm Tech,IRTC,Buy,Filled,5,5,@120.43,120.43,GTC,06/10/2020 11:57:55 EDT,06/10/2020 14:13:43 EDT
iRhythm Tech,IRTC,Buy,Cancelled,0,5,@100.00,,GTC,06/10/2020 11:57:55 EDT,
Match Group Inc.,MTCH,Buy,Filled,5,5,@88.73,88.73,DAY,06/10/2020 11:29:33 EDT,06/10/2020 11:29:34 EDT
iRhythm Tech,IRTC,Sell,Filled,2,2,@115.00,115.00,DAY,06/10/2020 10:59:15 EDT,06/10/2020 10:59:15 EDT
Roku,ROKU,Sell,Filled,4,4,111.51,111.51,DAY,06/10/2020 10:21:09 EDT,06/10/2020 10:21:10 EDT
DOCUSIGN,DOCU,Sell,Cancelled,0,3,145.50,,DAY,06/09/2020 14:49:13 EDT,
DOCUSIGN,DOCU,Sell,Cancelled,0,4,@154.84,,DAY,06/09/2020 14:49:13 EDT,
Roku,ROKU,Buy,Filled,2,2,114.39,114.39,DAY,06/09/2020 13:28:12 EDT,06/09/2020 13:28:13 EDT
iRhythm Tech,IRTC,Sell,Filled,3,3,@117.59,117.59,DAY,06/09/2020 12:29:09 EDT,06/09/2020 12:29:09 EDT
POWER,PW,Buy,Filled,10,10,@28.29,28.29,GTC,06/09/2020 10:26:52 EDT,06/09/2020 13:45:38 EDT
POWER,PW,Buy,Cancelled,0,20,@20.00,,GTC,06/09/2020 10:26:52 EDT,
POWER,PW,Sell,Filled,20,20,@26.50,26.50,DAY,06/09/2020 10:24:14 EDT,06/09/2020 10:25:37 EDT
Silvercrest,SILV,Sell,Filled,40,40,@9.17,9.17,GTC,06/09/2020 09:34:37 EDT,06/11/2020 09:37:02 EDT
Silvercrest,SILV,Sell,Cancelled,0,40,@10.03,,GTC,06/09/2020 09:34:37 EDT,
B&G Foods,BGS,Sell,Filled,10,10,@25.79,25.79,GTC,06/09/2020 09:33:01 EDT,06/09/2020 09:35:21 EDT
B&G Foods,BGS,Sell,Cancelled,0,10,@28.55,,GTC,06/09/2020 09:33:01 EDT,
Occidental,OXY,Sell,Filled,10,10,@21.27,21.27,DAY,06/09/2020 04:46:07 EDT,06/09/2020 04:46:14 EDT
Inseego,INSG,Sell,Filled,25,25,@10.48,10.48,DAY,06/08/2020 13:57:05 EDT,06/08/2020 13:57:05 EDT
Roku,ROKU,Buy,Filled,2,2,110.17,110.17,DAY,06/08/2020 13:41:52 EDT,06/08/2020 13:41:53 EDT
DOCUSIGN,DOCU,Buy,Filled,2,2,142.63,142.63,DAY,06/08/2020 13:40:24 EDT,06/08/2020 13:40:25 EDT
Beyond Meat,BYND,Sell,Filled,3,3,@153.57,153.57,GTC,06/08/2020 13:24:02 EDT,06/09/2020 09:30:10 EDT
Beyond Meat,BYND,Sell,Cancelled,0,3,@180.00,,GTC,06/08/2020 13:24:02 EDT,
DOCUSIGN,DOCU,Buy,Filled,1,1,@140.62,140.62,DAY,06/08/2020 12:52:36 EDT,06/08/2020 12:52:36 EDT
B&G Foods,BGS,Sell,Cancelled,0,10,25.80,,DAY,06/08/2020 12:11:08 EDT,
B&G Foods,BGS,Sell,Cancelled,0,10,@28.69,,DAY,06/08/2020 12:11:08 EDT,
Inseego,INSG,Buy,Filled,20,20,@10.60,10.60,DAY,06/08/2020 11:54:39 EDT,06/08/2020 11:54:39 EDT
Ambarella,AMBA,Sell,Filled,5,5,@53.06,53.06,DAY,06/08/2020 11:32:07 EDT,06/08/2020 11:32:08 EDT
Roku,ROKU,Buy,Filled,3,3,108.56,108.56,DAY,06/08/2020 10:30:04 EDT,06/08/2020 10:30:05 EDT
Wayfair,W,Buy,Filled,2,2,174.20,174.20,DAY,06/08/2020 10:27:05 EDT,06/08/2020 10:27:06 EDT
Wayfair,W,Buy,Filled,1,1,172.41,172.41,DAY,06/08/2020 10:12:53 EDT,06/08/2020 10:12:54 EDT
ZOOM VIDEO,ZM,Buy,Filled,1,1,200.60,200.60,DAY,06/08/2020 10:12:27 EDT,06/08/2020 10:12:27 EDT
B&G Foods,BGS,Sell,Filled,15,15,@25.44,25.44,DAY,06/08/2020 10:09:14 EDT,06/08/2020 10:34:03 EDT
B&G Foods,BGS,Sell,Cancelled,0,15,@28.25,,DAY,06/08/2020 10:09:14 EDT,
Silvercrest,SILV,Sell,Cancelled,0,40,8.30,,DAY,06/08/2020 09:58:16 EDT,
Silvercrest,SILV,Sell,Cancelled,0,40,@9.70,,DAY,06/08/2020 09:58:16 EDT,
Ambarella,AMBA,Sell,Cancelled,0,5,52.50,,DAY,06/08/2020 09:52:32 EDT,
Ambarella,AMBA,Sell,Cancelled,0,5,@60.00,,DAY,06/08/2020 09:52:32 EDT,
Carvana,CVNA,Buy,Filled,2,2,@117.63,117.63,DAY,06/08/2020 09:36:21 EDT,06/08/2020 09:36:21 EDT
Occidental,OXY,Sell,Filled,10,10,@24.70,24.70,DAY,06/08/2020 06:45:35 EDT,06/08/2020 06:45:35 EDT
DOCUSIGN,DOCU,Buy,Filled,3,3,@136.03,136.03,DAY,06/05/2020 12:58:55 EDT,06/05/2020 12:58:56 EDT
Ambarella,AMBA,Sell,Filled,3,3,@54.37,54.37,DAY,06/05/2020 12:44:09 EDT,06/05/2020 12:44:09 EDT
Inseego,INSG,Buy,Filled,40,40,@9.87,9.87,DAY,06/05/2020 12:30:05 EDT,06/05/2020 12:30:05 EDT
AudioCodes,AUDC,Sell,Filled,8,8,@33.76,33.76,DAY,06/05/2020 11:45:46 EDT,06/05/2020 11:47:15 EDT
Vivint Smart Home Inc,VVNT,Buy,Filled,25,25,@13.70,13.70,DAY,06/05/2020 10:40:25 EDT,06/05/2020 10:40:48 EDT
Occidental,OXY,Sell,Cancelled,0,30,19.40,,GTC,06/05/2020 10:28:25 EDT,
Occidental,OXY,Sell,Cancelled,0,30,@22.00,,GTC,06/05/2020 10:28:25 EDT,
Wayfair,W,Sell,Filled,1,1,@171.43,171.43,DAY,06/05/2020 10:21:18 EDT,06/05/2020 10:21:24 EDT
B&G Foods,BGS,Buy,Filled,25,25,@23.65,23.65,DAY,06/05/2020 10:07:37 EDT,06/05/2020 11:28:17 EDT
Silvercrest,SILV,Buy,Filled,80,80,@8.65,8.65,DAY,06/05/2020 10:03:36 EDT,06/05/2020 10:03:37 EDT
AudioCodes,AUDC,Sell,Filled,7,7,@34.69,34.69,DAY,06/05/2020 09:58:34 EDT,06/05/2020 09:58:35 EDT
Occidental,OXY,Sell,Filled,15,15,18.13,18.13,DAY,06/05/2020 09:33:58 EDT,06/05/2020 09:34:00 EDT
Occidental,OXY,Sell,Cancelled,0,45,15.00,,GTC,06/05/2020 05:54:08 EDT,
Occidental,OXY,Sell,Cancelled,0,45,@19.00,,GTC,06/05/2020 05:54:08 EDT,
Slack Technologies,WORK,Buy,Filled,10,10,@33.40,33.40,DAY,06/05/2020 05:43:39 EDT,06/05/2020 05:47:35 EDT
Delta Air,DAL,Buy,Filled,10,10,@35.40,35.40,DAY,06/05/2020 05:27:56 EDT,06/05/2020 05:29:21 EDT
TILRAY  INC.,TLRY,Buy,Filled,30,30,10.18,10.18,DAY,06/04/2020 14:18:25 EDT,06/04/2020 14:18:26 EDT
Beyond Meat,BYND,Sell,Filled,2,2,138.74,138.74,DAY,06/04/2020 12:19:27 EDT,06/04/2020 12:19:28 EDT
AudioCodes,AUDC,Buy,Filled,5,5,@36.58,36.58,DAY,06/04/2020 11:39:38 EDT,06/04/2020 11:39:53 EDT
Ambarella,AMBA,Buy,Filled,8,8,@55.00,55.00,DAY,06/04/2020 09:41:08 EDT,06/04/2020 09:54:39 EDT
Wayfair,W,Buy,Filled,3,3,@179.40,179.40,DAY,06/03/2020 12:05:26 EDT,06/03/2020 12:40:05 EDT
Upwork,UPWK,Buy,Filled,30,30,@12.15,12.15,DAY,06/03/2020 09:47:42 EDT,06/03/2020 09:47:58 EDT
Crescent Point,CPG,Sell,Filled,197,197,@1.70,1.70,DAY,06/03/2020 09:45:54 EDT,06/03/2020 09:45:55 EDT
Crescent Point,CPG,Sell,Cancelled,3,200,@1.75,1.75,DAY,06/03/2020 07:11:38 EDT,06/03/2020 07:16:42 EDT
Carvana,CVNA,Sell,Filled,1,1,107.16,107.16,DAY,06/02/2020 14:15:11 EDT,06/02/2020 14:15:12 EDT
AudioCodes,AUDC,Buy,Filled,10,10,@36.58,36.58,DAY,06/02/2020 12:07:53 EDT,06/02/2020 12:07:54 EDT
Wayfair,W,Sell,Filled,2,2,187.76,187.76,DAY,06/02/2020 12:03:09 EDT,06/02/2020 12:03:10 EDT
WRAP TECHN,WRAP,Sell,Filled,60,60,@7.70,7.70,DAY,06/02/2020 11:07:03 EDT,06/02/2020 11:07:29 EDT
WRAP TECHN,WRAP,Buy,Filled,30,30,@8.45,8.45,DAY,06/02/2020 10:44:30 EDT,06/02/2020 10:46:13 EDT
Crescent Point,CPG,Sell,Cancelled,0,200,1.50,,GTC,06/01/2020 15:00:13 EDT,
Crescent Point,CPG,Sell,Cancelled,0,200,@1.70,,GTC,06/01/2020 15:00:13 EDT,
WRAP TECHN,WRAP,Buy,Filled,30,30,@7.66,7.66,DAY,06/01/2020 14:48:34 EDT,06/01/2020 14:49:26 EDT
ZOOM VIDEO,ZM,Sell,Filled,3,3,@201.50,201.50,DAY,06/01/2020 14:26:29 EDT,06/01/2020 14:26:30 EDT
ZOOM VIDEO,ZM,Buy,Cancelled,0,3,205.00,,GTC,06/01/2020 14:26:29 EDT,
BIOSIG TECHNOLOG,BSGM,Buy,Filled,30,30,@10.88,10.88,DAY,06/01/2020 12:43:47 EDT,06/01/2020 13:49:02 EDT
BIOSIG TECHNOLOG,BSGM,Buy,Cancelled,0,30,@9.00,,DAY,06/01/2020 12:43:47 EDT,
BIOSIG TECHNOLOG,BSGM,Sell,Filled,30,30,@10.30,10.30,DAY,06/01/2020 12:43:08 EDT,06/01/2020 12:43:09 EDT
Wayfair,W,Sell,Filled,3,3,@172.00,172.00,DAY,05/29/2020 11:08:17 EDT,05/29/2020 11:08:42 EDT
Crescent Point,CPG,Buy,Filled,200,200,@1.41,1.41,DAY,05/29/2020 10:41:46 EDT,05/29/2020 10:42:14 EDT
Beyond Meat,BYND,Buy,Filled,2,2,@125.00,125.00,DAY,05/29/2020 09:41:27 EDT,05/29/2020 10:04:44 EDT
Nvidia,NVDA,Sell,Filled,1,1,343.89,343.89,DAY,05/28/2020 10:01:31 EDT,05/28/2020 10:01:32 EDT
Beyond Meat,BYND,Buy,Filled,3,3,@122.40,122.40,DAY,05/27/2020 13:19:35 EDT,05/27/2020 13:20:27 EDT
B&G Foods,BGS,Sell,Filled,30,30,@23.52,23.52,GTC,05/27/2020 11:45:08 EDT,05/28/2020 13:25:22 EDT
B&G Foods,BGS,Sell,Cancelled,0,30,@26.04,,GTC,05/27/2020 11:45:08 EDT,
Nvidia,NVDA,Buy,Filled,1,1,325.22,325.22,DAY,05/27/2020 11:18:56 EDT,05/27/2020 11:18:57 EDT
Occidental,OXY,Buy,Filled,45,45,@14.30,14.30,DAY,05/27/2020 10:27:52 EDT,05/27/2020 10:27:58 EDT
Wayfair,W,Buy,Filled,5,5,@150.80,150.80,DAY,05/27/2020 10:23:33 EDT,05/27/2020 10:25:15 EDT
B&G Foods,BGS,Buy,Cancelled,0,5,@23.06,,DAY,05/27/2020 10:09:23 EDT,
Carvana,CVNA,Sell,Filled,1,1,94.81,94.81,DAY,05/27/2020 09:50:09 EDT,05/27/2020 09:53:07 EDT
Wayfair,W,Sell,Filled,1,1,@153.00,153.00,DAY,05/27/2020 09:41:33 EDT,05/27/2020 09:41:47 EDT
Cars.com,CARS,Sell,Filled,100,100,@6.51,6.51,GTC,05/26/2020 13:02:04 EDT,05/27/2020 10:03:36 EDT
Cars.com,CARS,Sell,Cancelled,0,100,@7.21,,GTC,05/26/2020 13:02:04 EDT,
Carvana,CVNA,Sell,Cancelled,0,1,@103.00,,DAY,05/26/2020 10:51:44 EDT,
B&G Foods,BGS,Buy,Filled,30,30,@22.16,22.16,DAY,05/22/2020 13:50:09 EDT,05/22/2020 13:50:10 EDT
Carvana,CVNA,Sell,Filled,5,5,@93.57,93.57,DAY,05/22/2020 11:23:03 EDT,05/22/2020 11:23:04 EDT
NAVIDEA BIOPHARM,NAVB,Buy,Filled,200,200,@2.58,2.58,DAY,05/22/2020 08:05:17 EDT,05/22/2020 10:11:04 EDT
NAVIDEA BIOPHARM,NAVB,Sell,Filled,200,200,@2.60,2.60,DAY,05/22/2020 07:16:44 EDT,05/22/2020 07:16:50 EDT
NAVIDEA BIOPHARM,NAVB,Sell,Cancelled,0,200,@2.55,,DAY,05/22/2020 07:14:22 EDT,
TESLA,TSLA,Sell,Filled,1,1,@820.00,820.00,DAY,05/22/2020 04:01:37 EDT,05/22/2020 04:31:53 EDT
Applied,APLT,Sell,Filled,10,10,@50.30,50.30,DAY,05/21/2020 09:39:20 EDT,05/21/2020 09:39:41 EDT
CymaBay,CBAY,Sell,Filled,100,100,@4.01,4.01,DAY,05/20/2020 13:27:31 EDT,05/20/2020 13:27:32 EDT
CymaBay,CBAY,Sell,Cancelled,0,100,3.90,,DAY,05/20/2020 12:01:53 EDT,
CymaBay,CBAY,Sell,Cancelled,0,100,@4.47,,DAY,05/20/2020 12:01:53 EDT,
TESLA,TSLA,Buy,Filled,1,1,@819.35,819.35,DAY,05/20/2020 11:23:32 EDT,05/20/2020 11:23:33 EDT
CymaBay,CBAY,Buy,Filled,100,100,@4.02,4.02,DAY,05/20/2020 10:10:50 EDT,05/20/2020 10:18:09 EDT
Applied,APLT,Sell,Cancelled,0,10,48.50,,DAY,05/20/2020 10:02:02 EDT,
Applied,APLT,Sell,Cancelled,0,10,@54.50,,DAY,05/20/2020 10:02:02 EDT,
Applied,APLT,Sell,Filled,10,10,@49.30,49.30,DAY,05/20/2020 10:01:08 EDT,05/20/2020 10:01:33 EDT
Wayfair,W,Buy,Cancelled,0,4,163.00,,DAY,05/18/2020 14:08:40 EDT,
Wayfair,W,Buy,Cancelled,0,4,@135.91,,DAY,05/18/2020 14:08:40 EDT,
Cars.com,CARS,Sell,Cancelled,0,100,6.10,,GTC,05/18/2020 12:17:20 EDT,
Cars.com,CARS,Sell,Cancelled,0,100,@6.50,,GTC,05/18/2020 12:17:20 EDT,
Cars.com,CARS,Buy,Filled,100,100,@5.46,5.46,DAY,05/18/2020 12:15:26 EDT,05/18/2020 12:16:49 EDT
Wayfair,W,Sell,Filled,2,2,@160.00,160.00,DAY,05/18/2020 11:46:31 EDT,05/18/2020 11:47:35 EDT
CyberOptics,CYBE,Sell,Filled,25,25,@28.90,28.90,DAY,05/18/2020 11:22:12 EDT,05/18/2020 11:53:50 EDT
Aptinyx,APTX,Sell,Filled,50,50,@3.45,3.45,DAY,05/18/2020 10:05:27 EDT,05/18/2020 10:05:52 EDT
Applied,APLT,Buy,Filled,20,20,@43.75,43.75,GTC,05/15/2020 14:54:06 EDT,05/15/2020 14:55:04 EDT
Applied,APLT,Sell,Cancelled,0,20,47.00,,GTC,05/15/2020 14:54:06 EDT,
Wayfair,W,Sell,Filled,2,2,166.54,166.54,DAY,05/15/2020 09:45:28 EDT,05/15/2020 09:45:28 EDT
Aptinyx,APTX,Sell,Filled,50,50,@3.55,3.55,DAY,05/15/2020 09:33:42 EDT,05/15/2020 09:34:48 EDT
CyberOptics,CYBE,Sell,Cancelled,0,25,25.50,,GTC,05/14/2020 15:43:43 EDT,
CyberOptics,CYBE,Sell,Cancelled,0,25,@35.00,,GTC,05/14/2020 15:43:43 EDT,
CyberOptics,CYBE,Sell,Filled,25,25,@28.30,28.30,DAY,05/14/2020 14:05:27 EDT,05/14/2020 14:05:28 EDT
CyberOptics,CYBE,Sell,Cancelled,0,50,25.57,,GTC,05/14/2020 05:48:19 EDT,
CyberOptics,CYBE,Sell,Cancelled,0,50,@35.00,,GTC,05/14/2020 05:48:19 EDT,
BDSI,BDSI,Buy,Cancelled,0,50,@4.76,,DAY,05/13/2020 15:25:22 EDT,
Donaldson,DCI,Sell,Filled,25,25,@41.77,41.77,DAY,05/13/2020 14:14:59 EDT,05/13/2020 14:15:54 EDT
Donaldson,DCI,Buy,Filled,25,25,@42.62,42.62,GTC,05/13/2020 14:14:59 EDT,05/15/2020 12:14:46 EDT
RH,RH,Sell,Cancelled,0,5,@160.00,,DAY,05/13/2020 13:15:03 EDT,
CyberOptics,CYBE,Sell,Cancelled,0,50,25.00,,DAY,05/13/2020 12:43:47 EDT,
CyberOptics,CYBE,Sell,Cancelled,0,50,@35.00,,DAY,05/13/2020 12:43:47 EDT,
